Charger Latitude,Charger Longitude,Hour,Demand Count Near Origin,Demand Count Near Destination,Total Demand Count,lat_lon,id
22.3395703,114.1805543,19,1577,2788,4365,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,20,2267,2668,4935,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,21,1824,3081,4905,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,22,1967,1418,3385,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,23,1535,1257,2792,"(22.3395703, 114.1805543)",28
22.3010328,114.1764341,0,1650,910,2560,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,1,2088,0,2088,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,2,1695,804,2499,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,3,0,201,201,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,4,0,482,482,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,5,182,425,607,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,6,631,1227,1858,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,7,2570,3596,6166,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,8,4231,2998,7229,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,9,4243,5468,9711,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,10,1598,2859,4457,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,11,2263,2853,5116,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,12,4084,2916,7000,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,13,3151,4233,7384,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,14,1630,2861,4491,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,15,1855,3571,5426,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,16,2706,1394,4100,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,17,2984,2293,5277,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,18,4102,3726,7828,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,19,3560,3375,6935,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,20,2119,3334,5453,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,21,4788,3109,7897,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,22,1948,447,2395,"(22.3010328, 114.1764341)",29
22.3010328,114.1764341,23,3461,703,4164,"(22.3010328, 114.1764341)",29
22.3241413,114.1613777,0,1714,698,2412,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,1,1116,583,1699,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,2,842,609,1451,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,3,363,225,588,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,4,201,404,605,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,5,19,7,26,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,6,832,672,1504,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,7,4167,3189,7356,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,8,3985,3530,7515,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,9,3400,5155,8555,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,10,3390,1621,5011,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,11,2305,2124,4429,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,12,3748,3663,7411,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,13,4461,3339,7800,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,14,2205,3345,5550,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,15,3704,4610,8314,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,16,3742,2598,6340,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,17,2089,3330,5419,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,18,1537,3504,5041,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,19,2661,4086,6747,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,20,1871,613,2484,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,21,1657,1876,3533,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,22,1835,1703,3538,"(22.3241413, 114.1613777)",30
22.3241413,114.1613777,23,1687,2152,3839,"(22.3241413, 114.1613777)",30
22.3095873,114.1838606,0,2316,1008,3324,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,1,2480,605,3085,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,2,2164,1212,3376,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,3,25,201,226,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,4,211,674,885,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,5,219,425,644,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,6,631,1420,2051,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,7,4566,4986,9552,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,8,5193,4513,9706,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,9,6056,7132,13188,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,10,2781,4046,6827,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,11,4428,3558,7986,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,12,6246,4919,11165,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,13,5829,5492,11321,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,14,2537,3077,5614,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,15,2986,5731,8717,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,16,3523,2633,6156,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,17,3746,3847,7593,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,18,4997,5776,10773,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,19,4340,5541,9881,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,20,3164,4140,7304,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,21,5265,4137,9402,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,22,2157,869,3026,"(22.3095873, 114.1838606)",31
22.3095873,114.1838606,23,3604,1700,5304,"(22.3095873, 114.1838606)",31
22.3262109,114.1645027,0,1699,797,2496,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,1,1186,575,1761,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,2,827,609,1436,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,3,349,225,574,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,4,201,404,605,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,5,54,202,256,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,6,832,649,1481,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,7,4440,4665,9105,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,8,4234,4963,9197,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,9,4359,5550,9909,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,10,3741,2516,6257,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,11,3066,2922,5988,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,12,4669,4507,9176,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,13,5213,4080,9293,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,14,2552,3841,6393,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,15,4649,5001,9650,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,16,4123,2819,6942,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,17,2093,3745,5838,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,18,1910,4706,6616,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,19,2861,4859,7720,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,20,2445,1122,3567,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,21,1889,2486,4375,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,22,2197,2122,4319,"(22.3262109, 114.1645027)",32
22.3262109,114.1645027,23,1806,2172,3978,"(22.3262109, 114.1645027)",32
22.3195108,114.1869571,0,1379,605,1984,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,1,941,611,1552,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,2,701,998,1699,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,3,20,0,20,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,4,421,692,1113,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,5,219,187,406,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,6,458,712,1170,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,7,4257,5220,9477,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,8,3711,5131,8842,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,9,5117,5342,10459,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,10,2839,3331,6170,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,11,3763,2725,6488,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,12,6126,5792,11918,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,13,5255,3962,9217,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,14,3442,3088,6530,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,15,4165,4865,9030,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,16,2460,2971,5431,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,17,1632,3665,5297,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,18,3060,4439,7499,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,19,2199,4769,6968,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,20,2894,2732,5626,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,21,2207,3278,5485,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,22,1579,1570,3149,"(22.3195108, 114.1869571)",33
22.3195108,114.1869571,23,1295,2127,3422,"(22.3195108, 114.1869571)",33
22.3322428,114.1653177,0,1587,742,2329,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,1,1186,531,1717,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,2,814,609,1423,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,3,469,225,694,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,4,201,404,605,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,5,64,341,405,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,6,371,631,1002,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,7,4365,3768,8133,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,8,3239,4684,7923,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,9,4163,4576,8739,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,10,3240,2343,5583,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,11,2306,2870,5176,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,12,4664,5058,9722,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,13,5114,3905,9019,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,14,2695,3577,6272,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,15,4551,4831,9382,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,16,3658,2721,6379,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,17,2135,3574,5709,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,18,1999,4224,6223,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,19,2903,4739,7642,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,20,2459,1633,4092,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,21,1846,2284,4130,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,22,2197,1995,4192,"(22.3322428, 114.1653177)",34
22.3322428,114.1653177,23,1314,2111,3425,"(22.3322428, 114.1653177)",34
22.3185673,114.1796057,0,1945,815,2760,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,1,2070,631,2701,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,2,1394,1427,2821,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,3,225,206,431,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,4,412,785,1197,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,5,219,560,779,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,6,832,1133,1965,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,7,5463,5945,11408,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,8,4874,5794,10668,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,9,6060,5723,11783,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,10,3770,4563,8333,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,11,4013,3107,7120,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,12,7122,5981,13103,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,13,5686,5164,10850,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,14,4211,4446,8657,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,15,5002,5910,10912,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,16,4661,3230,7891,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,17,2762,4464,7226,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,18,4074,6558,10632,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,19,3373,5826,9199,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,20,3461,3545,7006,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,21,3982,3611,7593,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,22,2689,1883,4572,"(22.3185673, 114.1796057)",35
22.3185673,114.1796057,23,2557,2525,5082,"(22.3185673, 114.1796057)",35
22.3231171,114.1636602,0,1721,815,2536,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,1,1237,580,1817,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,2,847,609,1456,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,3,280,225,505,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,4,201,404,605,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,5,125,36,161,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,6,832,752,1584,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,7,4336,4787,9123,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,8,4328,4202,8530,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,9,3891,5450,9341,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,10,3522,2177,5699,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,11,2915,2410,5325,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,12,4667,4088,8755,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,13,4902,3937,8839,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,14,2312,3750,6062,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,15,4336,4994,9330,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,16,4133,2713,6846,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,17,2096,3662,5758,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,18,1671,4454,6125,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,19,2852,4651,7503,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,20,2239,1090,3329,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,21,1979,2307,4286,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,22,2104,1925,4029,"(22.3231171, 114.1636602)",36
22.3231171,114.1636602,23,1729,2206,3935,"(22.3231171, 114.1636602)",36
22.3186438,114.1740588,0,1890,775,2665,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,1,2095,901,2996,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,2,1523,1214,2737,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,3,225,380,605,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,4,401,605,1006,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,5,219,569,788,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,6,832,1224,2056,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,7,5182,5728,10910,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,8,5152,5603,10755,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,9,5986,5623,11609,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,10,3814,4157,7971,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,11,3849,2927,6776,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,12,7071,4976,12047,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,13,5092,5694,10786,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,14,3633,4471,8104,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,15,5230,5335,10565,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,16,5154,3191,8345,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,17,2863,4174,7037,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,18,3848,6483,10331,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,19,3778,5911,9689,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,20,3152,3337,6489,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,21,3485,3175,6660,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,22,2576,2216,4792,"(22.3186438, 114.1740588)",37
22.3186438,114.1740588,23,2355,2694,5049,"(22.3186438, 114.1740588)",37
22.3191173,114.1686812,0,1932,809,2741,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,1,1905,336,2241,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,2,1276,814,2090,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,3,225,426,651,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,4,201,605,806,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,5,219,439,658,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,6,832,1224,2056,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,7,4426,5671,10097,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,8,5046,5063,10109,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,9,5038,5343,10381,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,10,3533,3782,7315,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,11,3711,2590,6301,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,12,6857,4648,11505,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,13,5466,5401,10867,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,14,2923,4079,7002,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,15,4901,5220,10121,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,16,5096,2935,8031,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,17,2584,3821,6405,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,18,3299,6112,9411,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,19,3606,5269,8875,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,20,2964,2614,5578,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,21,2862,2932,5794,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,22,2466,1894,4360,"(22.3191173, 114.1686812)",38
22.3191173,114.1686812,23,2147,2885,5032,"(22.3191173, 114.1686812)",38
22.2969266,114.174573,0,1572,802,2374,"(22.2969266, 114.174573)",39
22.2969266,114.174573,1,1946,0,1946,"(22.2969266, 114.174573)",39
22.2969266,114.174573,2,1590,606,2196,"(22.2969266, 114.174573)",39
22.2969266,114.174573,3,0,201,201,"(22.2969266, 114.174573)",39
22.2969266,114.174573,4,0,381,381,"(22.2969266, 114.174573)",39
22.2969266,114.174573,5,0,425,425,"(22.2969266, 114.174573)",39
22.2969266,114.174573,6,377,808,1185,"(22.2969266, 114.174573)",39
22.2969266,114.174573,7,1960,2423,4383,"(22.2969266, 114.174573)",39
22.2969266,114.174573,8,2995,2736,5731,"(22.2969266, 114.174573)",39
22.2969266,114.174573,9,2916,4022,6938,"(22.2969266, 114.174573)",39
22.2969266,114.174573,10,712,3057,3769,"(22.2969266, 114.174573)",39
22.2969266,114.174573,11,1577,2464,4041,"(22.2969266, 114.174573)",39
22.2969266,114.174573,12,3059,2653,5712,"(22.2969266, 114.174573)",39
22.2969266,114.174573,13,3006,2977,5983,"(22.2969266, 114.174573)",39
22.2969266,114.174573,14,1593,2104,3697,"(22.2969266, 114.174573)",39
22.2969266,114.174573,15,1296,3208,4504,"(22.2969266, 114.174573)",39
22.2969266,114.174573,16,2593,1081,3674,"(22.2969266, 114.174573)",39
22.2969266,114.174573,17,3303,1467,4770,"(22.2969266, 114.174573)",39
22.2969266,114.174573,18,4279,2601,6880,"(22.2969266, 114.174573)",39
22.2969266,114.174573,19,3630,2829,6459,"(22.2969266, 114.174573)",39
22.2969266,114.174573,20,1927,3127,5054,"(22.2969266, 114.174573)",39
22.2969266,114.174573,21,4841,2423,7264,"(22.2969266, 114.174573)",39
22.2969266,114.174573,22,2033,249,2282,"(22.2969266, 114.174573)",39
22.2969266,114.174573,23,3307,393,3700,"(22.2969266, 114.174573)",39
22.3112227,114.1697312,0,2686,1082,3768,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,1,2705,136,2841,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,2,2178,666,2844,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,3,225,356,581,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,4,201,605,806,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,5,219,425,644,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,6,832,1439,2271,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,7,3519,4460,7979,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,8,4366,4912,9278,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,9,5606,6936,12542,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,10,3163,3825,6988,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,11,3491,3333,6824,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,12,6389,3854,10243,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,13,4694,6548,11242,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,14,2145,3162,5307,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,15,3177,5821,8998,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,16,4359,3590,7949,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,17,3821,4008,7829,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,18,3914,5145,9059,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,19,4558,5110,9668,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,20,3075,2618,5693,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,21,4243,3200,7443,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,22,2787,1662,4449,"(22.3112227, 114.1697312)",40
22.3112227,114.1697312,23,3502,2501,6003,"(22.3112227, 114.1697312)",40
22.335982,114.1977818,0,947,1252,2199,"(22.335982, 114.1977818)",41
22.335982,114.1977818,1,1,1286,1287,"(22.335982, 114.1977818)",41
22.335982,114.1977818,2,0,863,863,"(22.335982, 114.1977818)",41
22.335982,114.1977818,3,76,201,277,"(22.335982, 114.1977818)",41
22.335982,114.1977818,4,678,618,1296,"(22.335982, 114.1977818)",41
22.335982,114.1977818,5,377,569,946,"(22.335982, 114.1977818)",41
22.335982,114.1977818,6,803,599,1402,"(22.335982, 114.1977818)",41
22.335982,114.1977818,7,2622,3835,6457,"(22.335982, 114.1977818)",41
22.335982,114.1977818,8,2026,4206,6232,"(22.335982, 114.1977818)",41
22.335982,114.1977818,9,3250,1889,5139,"(22.335982, 114.1977818)",41
22.335982,114.1977818,10,2104,2727,4831,"(22.335982, 114.1977818)",41
22.335982,114.1977818,11,1417,1515,2932,"(22.335982, 114.1977818)",41
22.335982,114.1977818,12,4223,5388,9611,"(22.335982, 114.1977818)",41
22.335982,114.1977818,13,1390,1191,2581,"(22.335982, 114.1977818)",41
22.335982,114.1977818,14,1600,1695,3295,"(22.335982, 114.1977818)",41
22.335982,114.1977818,15,2527,2083,4610,"(22.335982, 114.1977818)",41
22.335982,114.1977818,16,1366,1865,3231,"(22.335982, 114.1977818)",41
22.335982,114.1977818,17,1138,1658,2796,"(22.335982, 114.1977818)",41
22.335982,114.1977818,18,2721,2533,5254,"(22.335982, 114.1977818)",41
22.335982,114.1977818,19,1980,2528,4508,"(22.335982, 114.1977818)",41
22.335982,114.1977818,20,1964,2869,4833,"(22.335982, 114.1977818)",41
22.335982,114.1977818,21,2571,3926,6497,"(22.335982, 114.1977818)",41
22.335982,114.1977818,22,1010,1904,2914,"(22.335982, 114.1977818)",41
22.335982,114.1977818,23,884,843,1727,"(22.335982, 114.1977818)",41
22.265841,114.1875712,0,831,446,1277,"(22.265841, 114.1875712)",42
22.265841,114.1875712,1,714,382,1096,"(22.265841, 114.1875712)",42
22.265841,114.1875712,2,63,208,271,"(22.265841, 114.1875712)",42
22.265841,114.1875712,3,0,0,0,"(22.265841, 114.1875712)",42
22.265841,114.1875712,4,1169,1169,2338,"(22.265841, 114.1875712)",42
22.265841,114.1875712,5,0,0,0,"(22.265841, 114.1875712)",42
22.265841,114.1875712,6,315,406,721,"(22.265841, 114.1875712)",42
22.265841,114.1875712,7,1680,1238,2918,"(22.265841, 114.1875712)",42
22.265841,114.1875712,8,3270,3466,6736,"(22.265841, 114.1875712)",42
22.265841,114.1875712,9,1279,1850,3129,"(22.265841, 114.1875712)",42
22.265841,114.1875712,10,2766,4154,6920,"(22.265841, 114.1875712)",42
22.265841,114.1875712,11,2131,1237,3368,"(22.265841, 114.1875712)",42
22.265841,114.1875712,12,2129,3350,5479,"(22.265841, 114.1875712)",42
22.265841,114.1875712,13,3954,4053,8007,"(22.265841, 114.1875712)",42
22.265841,114.1875712,14,2752,1783,4535,"(22.265841, 114.1875712)",42
22.265841,114.1875712,15,2030,1372,3402,"(22.265841, 114.1875712)",42
22.265841,114.1875712,16,3153,2572,5725,"(22.265841, 114.1875712)",42
22.265841,114.1875712,17,3672,2352,6024,"(22.265841, 114.1875712)",42
22.265841,114.1875712,18,2624,4439,7063,"(22.265841, 114.1875712)",42
22.265841,114.1875712,19,3227,5353,8580,"(22.265841, 114.1875712)",42
22.265841,114.1875712,20,1541,2219,3760,"(22.265841, 114.1875712)",42
22.265841,114.1875712,21,1453,1235,2688,"(22.265841, 114.1875712)",42
22.265841,114.1875712,22,2932,777,3709,"(22.265841, 114.1875712)",42
22.265841,114.1875712,23,1126,615,1741,"(22.265841, 114.1875712)",42
22.2786297,114.1918383,0,1099,466,1565,"(22.2786297, 114.1918383)",43
22.2786297,114.1918383,1,724,566,1290,"(22.2786297, 114.1918383)",43
22.2786297,114.1918383,2,0,204,204,"(22.2786297, 114.1918383)",43
22.2786297,114.1918383,3,0,0,0,"(22.2786297, 114.1918383)",43
22.2786297,114.1918383,4,1169,1169,2338,"(22.2786297, 114.1918383)",43
22.2786297,114.1918383,5,0,0,0,"(22.2786297, 114.1918383)",43
22.2786297,114.1918383,6,878,380,1258,"(22.2786297, 114.1918383)",43
