Charger Latitude,Charger Longitude,Hour,Demand Count Near Origin,Demand Count Near Destination,Total Demand Count,lat_lon,id
22.3105152,114.18586,5,219,425,644,"(22.3105152, 114.18586)",14
22.3105152,114.18586,6,605,1175,1780,"(22.3105152, 114.18586)",14
22.3105152,114.18586,7,4551,4074,8625,"(22.3105152, 114.18586)",14
22.3105152,114.18586,8,4366,3608,7974,"(22.3105152, 114.18586)",14
22.3105152,114.18586,9,5763,6520,12283,"(22.3105152, 114.18586)",14
22.3105152,114.18586,10,2614,3220,5834,"(22.3105152, 114.18586)",14
22.3105152,114.18586,11,4232,2824,7056,"(22.3105152, 114.18586)",14
22.3105152,114.18586,12,5984,4746,10730,"(22.3105152, 114.18586)",14
22.3105152,114.18586,13,5645,4611,10256,"(22.3105152, 114.18586)",14
22.3105152,114.18586,14,2562,2769,5331,"(22.3105152, 114.18586)",14
22.3105152,114.18586,15,2543,5419,7962,"(22.3105152, 114.18586)",14
22.3105152,114.18586,16,3281,2126,5407,"(22.3105152, 114.18586)",14
22.3105152,114.18586,17,2899,3435,6334,"(22.3105152, 114.18586)",14
22.3105152,114.18586,18,4603,5172,9775,"(22.3105152, 114.18586)",14
22.3105152,114.18586,19,3691,5114,8805,"(22.3105152, 114.18586)",14
22.3105152,114.18586,20,2485,3728,6213,"(22.3105152, 114.18586)",14
22.3105152,114.18586,21,4568,3903,8471,"(22.3105152, 114.18586)",14
22.3105152,114.18586,22,1989,785,2774,"(22.3105152, 114.18586)",14
22.3105152,114.18586,23,3062,1523,4585,"(22.3105152, 114.18586)",14
22.2967839,114.1745609,0,1574,809,2383,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,1,1972,0,1972,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,2,1590,606,2196,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,3,0,201,201,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,4,0,359,359,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,5,0,425,425,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,6,377,809,1186,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,7,1967,2438,4405,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,8,2854,2781,5635,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,9,2770,4033,6803,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,10,729,3159,3888,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,11,1564,2471,4035,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,12,3048,2728,5776,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,13,3037,2991,6028,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,14,1612,2119,3731,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,15,1305,3245,4550,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,16,2670,1123,3793,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,17,3315,1468,4783,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,18,4290,2647,6937,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,19,3739,2830,6569,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,20,1947,3171,5118,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,21,4872,2431,7303,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,22,2055,245,2300,"(22.2967839, 114.1745609)",15
22.2967839,114.1745609,23,3294,393,3687,"(22.2967839, 114.1745609)",15
22.307951,114.185723,0,1690,961,2651,"(22.307951, 114.185723)",16
22.307951,114.185723,1,2172,605,2777,"(22.307951, 114.185723)",16
22.307951,114.185723,2,1683,1212,2895,"(22.307951, 114.185723)",16
22.307951,114.185723,3,0,201,201,"(22.307951, 114.185723)",16
22.307951,114.185723,4,211,549,760,"(22.307951, 114.185723)",16
22.307951,114.185723,5,219,425,644,"(22.307951, 114.185723)",16
22.307951,114.185723,6,582,1357,1939,"(22.307951, 114.185723)",16
22.307951,114.185723,7,4244,4410,8654,"(22.307951, 114.185723)",16
22.307951,114.185723,8,4792,3680,8472,"(22.307951, 114.185723)",16
22.307951,114.185723,9,5859,6390,12249,"(22.307951, 114.185723)",16
22.307951,114.185723,10,2539,3364,5903,"(22.307951, 114.185723)",16
22.307951,114.185723,11,3777,3352,7129,"(22.307951, 114.185723)",16
22.307951,114.185723,12,5597,4515,10112,"(22.307951, 114.185723)",16
22.307951,114.185723,13,4931,5022,9953,"(22.307951, 114.185723)",16
22.307951,114.185723,14,2416,2748,5164,"(22.307951, 114.185723)",16
22.307951,114.185723,15,2461,4685,7146,"(22.307951, 114.185723)",16
22.307951,114.185723,16,3138,2221,5359,"(22.307951, 114.185723)",16
22.307951,114.185723,17,2862,3368,6230,"(22.307951, 114.185723)",16
22.307951,114.185723,18,4512,5194,9706,"(22.307951, 114.185723)",16
22.307951,114.185723,19,3835,5111,8946,"(22.307951, 114.185723)",16
22.307951,114.185723,20,2523,4026,6549,"(22.307951, 114.185723)",16
22.307951,114.185723,21,4996,3850,8846,"(22.307951, 114.185723)",16
22.307951,114.185723,22,1926,723,2649,"(22.307951, 114.185723)",16
22.307951,114.185723,23,3257,1347,4604,"(22.307951, 114.185723)",16
22.3222447,114.1812068,0,1753,496,2249,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,1,1414,733,2147,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,2,753,1206,1959,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,3,293,3,296,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,4,640,605,1245,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,5,219,305,524,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,6,832,804,1636,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,7,5574,6276,11850,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,8,4569,5967,10536,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,9,6094,5404,11498,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,10,3997,3665,7662,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,11,4062,2954,7016,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,12,7288,5671,12959,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,13,5664,4709,10373,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,14,3988,4072,8060,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,15,5512,5253,10765,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,16,4251,3213,7464,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,17,2353,4045,6398,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,18,3038,5411,8449,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,19,3270,4786,8056,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,20,3497,3006,6503,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,21,3349,3346,6695,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,22,2756,1687,4443,"(22.3222447, 114.1812068)",17
22.3222447,114.1812068,23,1785,2428,4213,"(22.3222447, 114.1812068)",17
22.3315551,114.1935562,0,811,1200,2011,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,1,83,1399,1482,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,2,0,856,856,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,3,153,130,283,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,4,805,618,1423,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,5,419,562,981,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,6,429,452,881,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,7,2829,4937,7766,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,8,2556,5185,7741,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,9,4213,2331,6544,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,10,2181,3236,5417,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,11,2582,1898,4480,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,12,5765,6545,12310,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,13,2634,2406,5040,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,14,2191,1896,4087,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,15,3644,3001,6645,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,16,1948,1522,3470,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,17,1228,1876,3104,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,18,2937,3124,6061,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,19,1928,3277,5205,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,20,2638,3345,5983,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,21,3005,4054,7059,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,22,1310,1912,3222,"(22.3315551, 114.1935562)",18
22.3315551,114.1935562,23,788,1141,1929,"(22.3315551, 114.1935562)",18
22.3220692,114.1888426,0,1023,353,1376,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,1,561,752,1313,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,2,575,958,1533,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,3,4,0,4,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,4,507,577,1084,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,5,274,144,418,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,6,105,578,683,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,7,4220,4927,9147,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,8,3849,5298,9147,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,9,5215,5082,10297,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,10,2615,3162,5777,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,11,3664,2456,6120,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,12,6065,5978,12043,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,13,4375,3847,8222,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,14,2633,3030,5663,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,15,3672,4242,7914,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,16,2010,2588,4598,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,17,1374,3085,4459,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,18,2673,4390,7063,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,19,2408,3920,6328,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,20,2765,2535,5300,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,21,2127,3179,5306,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,22,987,1547,2534,"(22.3220692, 114.1888426)",19
22.3220692,114.1888426,23,1100,1940,3040,"(22.3220692, 114.1888426)",19
22.301948,114.1748287,0,1823,990,2813,"(22.301948, 114.1748287)",20
22.301948,114.1748287,1,2253,0,2253,"(22.301948, 114.1748287)",20
22.301948,114.1748287,2,1799,804,2603,"(22.301948, 114.1748287)",20
22.301948,114.1748287,3,18,201,219,"(22.301948, 114.1748287)",20
22.301948,114.1748287,4,0,559,559,"(22.301948, 114.1748287)",20
22.301948,114.1748287,5,191,425,616,"(22.301948, 114.1748287)",20
22.301948,114.1748287,6,631,1238,1869,"(22.301948, 114.1748287)",20
22.301948,114.1748287,7,2808,3756,6564,"(22.301948, 114.1748287)",20
22.301948,114.1748287,8,4619,3100,7719,"(22.301948, 114.1748287)",20
22.301948,114.1748287,9,4375,5909,10284,"(22.301948, 114.1748287)",20
22.301948,114.1748287,10,1949,2961,4910,"(22.301948, 114.1748287)",20
22.301948,114.1748287,11,2489,2901,5390,"(22.301948, 114.1748287)",20
22.301948,114.1748287,12,4242,3004,7246,"(22.301948, 114.1748287)",20
22.301948,114.1748287,13,3364,4283,7647,"(22.301948, 114.1748287)",20
22.301948,114.1748287,14,1652,2897,4549,"(22.301948, 114.1748287)",20
22.301948,114.1748287,15,1951,3644,5595,"(22.301948, 114.1748287)",20
22.301948,114.1748287,16,2842,1570,4412,"(22.301948, 114.1748287)",20
22.301948,114.1748287,17,3119,2571,5690,"(22.301948, 114.1748287)",20
22.301948,114.1748287,18,4207,4111,8318,"(22.301948, 114.1748287)",20
22.301948,114.1748287,19,3709,3594,7303,"(22.301948, 114.1748287)",20
22.301948,114.1748287,20,2266,3307,5573,"(22.301948, 114.1748287)",20
22.301948,114.1748287,21,4855,3233,8088,"(22.301948, 114.1748287)",20
22.301948,114.1748287,22,2038,551,2589,"(22.301948, 114.1748287)",20
22.301948,114.1748287,23,3394,720,4114,"(22.301948, 114.1748287)",20
22.3388559,114.2084862,0,977,941,1918,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,1,0,1183,1183,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,2,0,573,573,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,3,0,0,0,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,4,597,819,1416,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,5,377,371,748,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,6,803,980,1783,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,7,1682,2087,3769,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,8,1536,1653,3189,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,9,2878,1305,4183,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,10,1828,1535,3363,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,11,946,801,1747,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,12,3577,3961,7538,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,13,1220,848,2068,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,14,663,1049,1712,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,15,1999,1502,3501,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,16,1024,1402,2426,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,17,1317,1171,2488,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,18,2276,2185,4461,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,19,1417,1013,2430,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,20,1249,1378,2627,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,21,1859,3058,4917,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,22,884,971,1855,"(22.3388559, 114.2084862)",21
22.3388559,114.2084862,23,797,755,1552,"(22.3388559, 114.2084862)",21
22.3260914,114.1754903,0,1890,765,2655,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,1,1189,541,1730,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,2,726,1107,1833,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,3,426,189,615,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,4,483,478,961,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,5,219,346,565,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,6,832,636,1468,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,7,5211,6540,11751,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,8,4990,6523,11513,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,9,6244,5458,11702,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,10,4226,3333,7559,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,11,3847,3192,7039,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,12,6653,5879,12532,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,13,5474,5190,10664,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,14,3609,3826,7435,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,15,6041,5409,11450,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,16,4891,3526,8417,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,17,2246,4679,6925,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,18,2722,5422,8144,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,19,3742,5744,9486,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,20,3562,3414,6976,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,21,3114,3416,6530,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,22,2371,2449,4820,"(22.3260914, 114.1754903)",22
22.3260914,114.1754903,23,2201,2880,5081,"(22.3260914, 114.1754903)",22
22.3410076,114.1826856,0,414,800,1214,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,1,191,631,822,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,2,58,402,460,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,3,201,201,402,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,4,597,508,1105,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,5,0,532,532,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,6,221,369,590,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,7,2509,2818,5327,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,8,2510,3183,5693,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,9,3581,1217,4798,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,10,1423,1874,3297,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,11,1943,1859,3802,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,12,3443,5052,8495,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,13,2025,1332,3357,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,14,1897,1706,3603,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,15,3549,2657,6206,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,16,1240,1107,2347,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,17,641,1530,2171,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,18,1833,2373,4206,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,19,1796,2778,4574,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,20,2146,2457,4603,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,21,2239,2958,5197,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,22,1209,1492,2701,"(22.3410076, 114.1826856)",23
22.3410076,114.1826856,23,1372,413,1785,"(22.3410076, 114.1826856)",23
22.3117888,114.1670317,0,2686,761,3447,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,1,2633,151,2784,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,2,2172,646,2818,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,3,225,408,633,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,4,201,605,806,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,5,218,425,643,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,6,832,1439,2271,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,7,3352,4175,7527,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,8,4085,4646,8731,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,9,4515,6266,10781,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,10,3099,3478,6577,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,11,3152,3109,6261,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,12,5428,3215,8643,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,13,4245,5689,9934,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,14,2041,2781,4822,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,15,3085,4827,7912,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,16,4261,3475,7736,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,17,3553,3702,7255,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,18,3333,4776,8109,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,19,4548,4842,9390,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,20,2895,2066,4961,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,21,3921,2920,6841,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,22,2771,1659,4430,"(22.3117888, 114.1670317)",24
22.3117888,114.1670317,23,3199,2199,5398,"(22.3117888, 114.1670317)",24
22.3373473,114.2010372,0,1012,1149,2161,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,1,0,1206,1206,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,2,0,675,675,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,3,4,201,205,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,4,618,618,1236,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,5,377,371,748,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,6,803,622,1425,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,7,2156,2198,4354,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,8,1636,2889,4525,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,9,2724,1718,4442,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,10,1791,2056,3847,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,11,1203,802,2005,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,12,3634,4598,8232,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,13,1132,812,1944,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,14,1112,1224,2336,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,15,2127,1605,3732,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,16,828,1697,2525,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,17,1036,1550,2586,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,18,2580,1602,4182,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,19,1854,1630,3484,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,20,1563,1946,3509,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,21,2469,3271,5740,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,22,1010,1530,2540,"(22.3373473, 114.2010372)",25
22.3373473,114.2010372,23,879,762,1641,"(22.3373473, 114.2010372)",25
22.3204837,114.1899997,0,805,277,1082,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,1,340,647,987,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,2,477,994,1471,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,3,2,0,2,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,4,476,543,1019,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,5,312,144,456,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,6,51,326,377,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,7,4166,4821,8987,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,8,3755,4851,8606,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,9,5201,4907,10108,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,10,2484,3217,5701,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,11,3332,2189,5521,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,12,5809,6152,11961,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,13,4309,3434,7743,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,14,2551,2910,5461,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,15,3352,4175,7527,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,16,2031,2211,4242,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,17,1179,2747,3926,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,18,2701,4157,6858,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,19,1955,4094,6049,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,20,2625,2393,5018,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,21,2038,3211,5249,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,22,705,1490,2195,"(22.3204837, 114.1899997)",26
22.3204837,114.1899997,23,1057,1632,2689,"(22.3204837, 114.1899997)",26
22.3090254,114.1687897,0,2478,1091,3569,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,1,2549,136,2685,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,2,2187,663,2850,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,3,225,228,453,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,4,103,605,708,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,5,218,425,643,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,6,723,1439,2162,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,7,3122,4064,7186,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,8,4237,4481,8718,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,9,4434,6775,11209,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,10,3051,3570,6621,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,11,2873,3138,6011,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,12,5554,3475,9029,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,13,3844,5415,9259,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,14,1690,2829,4519,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,15,2993,5519,8512,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,16,3588,3396,6984,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,17,3856,3814,7670,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,18,3462,4840,8302,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,19,4219,4977,9196,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,20,2867,2672,5539,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,21,4103,2875,6978,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,22,2686,1447,4133,"(22.3090254, 114.1687897)",27
22.3090254,114.1687897,23,3406,2128,5534,"(22.3090254, 114.1687897)",27
22.3395703,114.1805543,0,665,455,1120,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,1,437,608,1045,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,2,54,402,456,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,3,201,201,402,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,4,772,508,1280,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,5,1,348,349,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,6,395,223,618,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,7,2809,3001,5810,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,8,2631,3978,6609,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,9,2969,1423,4392,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,10,1332,2122,3454,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,11,2585,2334,4919,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,12,3967,4768,8735,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,13,3315,2342,5657,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,14,2648,1968,4616,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,15,3977,3253,7230,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,16,1493,1685,3178,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,17,787,1645,2432,"(22.3395703, 114.1805543)",28
22.3395703,114.1805543,18,1998,2953,4951,"(22.3395703, 114.1805543)",28
